actor_id,text,index_text,is_gt,manual_label_full,manual_label,topic,gpt_label,gpt_stance,gpt_topic
user_175,RT @GrassrootsSpeak: Mitch NEVER won in Elliott or Wolfe Kentucky. But in 2020 he won these counties with mind boggling results🧐  WOLFE COU…,2020 boggling cou counties elliott kentucky mind mitch results🧐 rt wolfe wolfe won won,0,,,,opposing-Election_Legitimacy,opposing,Election_Legitimacy
user_278,RT @donwinslow: BREAKING: Donald Trump is now alleging that Joe Biden did this to his hair. https://t.co/EPxzwZzXaS,alleging biden breaking donald hair joe rt trump,0,,,,opposing-Candidate_Advocacy,opposing,Candidate_Advocacy
user_254,"RT @AriBerman: I’m not sure what is more outrageous, that Trump still trying to overturn election results more than a month after the fact…",election fact month outrageous overturn results rt trump,1,supportive-Election_Legitimacy,supportive,Election_Legitimacy,opposing-Election_Legitimacy,opposing,Election_Legitimacy
user_71,"RT @AndyOstroy: .#Trump: Ya know, Ted...your wife's sfugly as hell and your dad's a presidential assassin...and you're a weak, nasty liar,…",and assassin dad hell know liar nasty presidential rt sfugly ted trump weak wife ya your,0,,,,opposing-Candidate_Advocacy,opposing,Candidate_Advocacy
user_361,"RT @glennkirschner2: US Supreme Court Rejects Challenge to Pennsylvania Election Results, So Trump’s Next Play/Con . . . Texas. #JusticeMat…",challenge con court election justicemat pennsylvania play rejects results rt supreme texas trump,0,,,,supportive-Election_Legitimacy,supportive,Election_Legitimacy
user_31,"RT @kurteichenwald: ....the more I read, the more frighteningly obvious what  is happening. Trump is not the problem; he is the symptom. Th…",frighteningly happening obvious problem read rt symptom th the trump,0,,,,opposing-Candidate_Advocacy,opposing,Candidate_Advocacy
user_116,RT @DemocracyInn: NEW: Trump ripped Georgia AG in 'furious' 15-minute-long call demanding he stay away from Texas lawsuit,15 ag call demanding furious georgia lawsuit long minute new ripped rt stay texas trump,0,,,,opposing-Candidate_Advocacy,opposing,Candidate_Advocacy
user_179,RT @TeaPainUSA: Trump is killin’ Americans for rejectin’ him. https://t.co/wG640FT2QB,americans him killin rejectin rt trump,0,,,,opposing-Candidate_Advocacy,opposing,Candidate_Advocacy
user_450,"RT @bradheath: Trump argues - to the Supreme Court! - that he won the bellwether counties and that ""no candidate in history"" has lost the p…",argues bellwether candidate counties court history lost no rt supreme trump won,0,,,,opposing-Election_Legitimacy,opposing,Election_Legitimacy
user_173,"RT @joncoopertweets: Hawaii became the final state to certify the results of its presidential election Tuesday, declaring Joe Biden the win…",biden certify declaring election final hawaii joe presidential results rt state tuesday win,1,supportive-Election_Legitimacy,supportive,Election_Legitimacy,supportive-Election_Legitimacy,supportive,Election_Legitimacy
user_56,RT @donwinslow: It's official. All 50 States and Washington DC have now certified their presidential election results.   @JoeBiden's nation…,50 certified dc election nation official presidential results rt states washington,1,supportive-Election_Legitimacy,supportive,Election_Legitimacy,supportive-Election_Legitimacy,supportive,Election_Legitimacy
user_164,RT @SeanPrevil: This is false. Richard Nixon won both Florida and Ohio and still lost to John F. Kennedy in the 1960 presidential election.…,1960 election false florida john kennedy lost nixon ohio presidential richard rt won,1,supportive-Election_Legitimacy,supportive,Election_Legitimacy,supportive-Election_Legitimacy,supportive,Election_Legitimacy
user_164,"RT @seungminkim: The Biden White House will have a private contractor provide ""disinfectant misting services"" to clear the air of lingering…",air biden clear contractor disinfectant house lingering misting private provide rt services white,1,opposing-Candidate_Advocacy,opposing,Candidate_Advocacy,supportive-Candidate_Advocacy,supportive,Candidate_Advocacy
user_169,RT @kylegriffin1: Breaking: The Nevada Supreme Court has ruled unanimously to dismiss an appeal filed by Trump's campaign seeking to overtu…,appeal breaking campaign court dismiss filed nevada overtu rt ruled seeking supreme trump unanimously,1,supportive-Election_Legitimacy,supportive,Election_Legitimacy,supportive-Election_Legitimacy,supportive,Election_Legitimacy
user_341,"RT @TheAtlantic: “America under Trump became less free, less equal, more divided, more alone, deeper in debt, swampier, dirtier, meaner, si…",alone america debt deeper dirtier divided equal free meaner rt si swampier trump,1,opposing-Candidate_Advocacy,opposing,Candidate_Advocacy,opposing-Candidate_Advocacy,opposing,Candidate_Advocacy
user_464,RT @donwinslow: It's official. All 50 States and Washington DC have now certified their presidential election results.   @JoeBiden's nation…,50 certified dc election nation official presidential results rt states washington,1,supportive-Election_Legitimacy,supportive,Election_Legitimacy,supportive-Election_Legitimacy,supportive,Election_Legitimacy
user_254,RT @kylegriffin1: Breaking: Sidney Powell's post-election 'Kraken' is now nearly limbless.  A federal judge has dismissed Powell's effort t…,breaking dismissed effort election federal judge kraken limbless post powell powell rt sidney,1,supportive-Election_Legitimacy,supportive,Election_Legitimacy,supportive-Election_Legitimacy,supportive,Election_Legitimacy
user_72,RT @gelles: JUST IN: All 50 states and DC have now certified their presidential election results,50 certified dc election in presidential results rt states,1,supportive-Election_Legitimacy,supportive,Election_Legitimacy,supportive-Election_Legitimacy,supportive,Election_Legitimacy
user_401,"RT @OlgaNYC1211: Kim Ward, Republican PA State Senate majority leader comments on complying w @GOP &amp; Trump's un-American demands “If I woul…",american amp comments complying demands if kim leader majority pa republican rt senate state trump un ward woul,0,,,,opposing-Candidate_Advocacy,opposing,Candidate_Advocacy
user_114,@sissiboo_smith @NYGovCuomo No no no no! But we will have an out-of-work president soon and he's going dirt cheap!,cheap dirt no of out president work,0,,,,opposing-Candidate_Advocacy,opposing,Candidate_Advocacy
user_376,RT @mmpadellan: It is OBSCENE that the President of the United States is actively looking to throw out tens of millions of votes because hi…,actively hi millions obscene president rt states tens throw united votes,0,,,,opposing-Election_Legitimacy,opposing,Election_Legitimacy
user_464,RT @FrankLuntz: All 50 states and D.C. have now certified their presidential election results.  👉🏻 https://t.co/nXCO0P1X47 https://t.co/F9m…,50 certified election presidential results rt states 👉🏻,0,,,,supportive-Election_Legitimacy,supportive,Election_Legitimacy
user_162,RT @SeanPrevil: This is false. Richard Nixon won both Florida and Ohio and still lost to John F. Kennedy in the 1960 presidential election.…,1960 election false florida john kennedy lost nixon ohio presidential richard rt won,1,supportive-Election_Legitimacy,supportive,Election_Legitimacy,supportive-Election_Legitimacy,supportive,Election_Legitimacy
user_213,RT @EpochTimes: #YouTube announced it will block and remove content that contains statements “alleging widespread fraud or errors changed t…,alleging announced block changed content errors fraud remove rt statements widespread youtube,0,,,,opposing-Election_Legitimacy,opposing,Election_Legitimacy
user_135,RT @SeanPrevil: This is false. Richard Nixon won both Florida and Ohio and still lost to John F. Kennedy in the 1960 presidential election.…,1960 election false florida john kennedy lost nixon ohio presidential richard rt won,1,supportive-Election_Legitimacy,supportive,Election_Legitimacy,supportive-Election_Legitimacy,supportive,Election_Legitimacy
user_371,RT @WisDOJ: I feel sorry for Texans that their tax dollars are being wasted on such a genuinely embarrassing lawsuit. Texas is as likely to…,dollars embarrassing feel genuinely lawsuit rt tax texans texas to wasted,1,supportive-Election_Legitimacy,supportive,Election_Legitimacy,supportive-Election_Legitimacy,supportive,Election_Legitimacy
user_327,RT @AshaRangappa_: All these lawsuits trying to get courts to overthrow the results of an election are interesting considering the people w…,courts election interesting lawsuits overthrow people results rt,0,,,,opposing-Election_Legitimacy,opposing,Election_Legitimacy
user_185,RT @gelles: JUST IN: All 50 states and DC have now certified their presidential election results,50 certified dc election in presidential results rt states,1,supportive-Election_Legitimacy,supportive,Election_Legitimacy,supportive-Election_Legitimacy,supportive,Election_Legitimacy
user_142,"RT @JohnJHarwood: on  @CNN, former OH governor @JohnKasich calls Kevin McCarthy and other Republican leaders abetting Trump’s assault on de…",abetting assault calls de governor kevin leaders mccarthy republican rt trump,0,,,,opposing-Candidate_Advocacy,opposing,Candidate_Advocacy
user_361,"RT @JessicaHare18: TRUMP WON, OK! HOW MANY TIMES DO I HAVE TO TELL YOU? THESE ARE THE FACTS!  #MAGA2020 #OhioAndFlorida #KAG https://t.co/o…",facts kag maga2020 ohioandflorida ok rt times trump won you,0,,,,opposing-Election_Legitimacy,opposing,Election_Legitimacy
user_338,RT @gelles: JUST IN: All 50 states and DC have now certified their presidential election results,50 certified dc election in presidential results rt states,1,supportive-Election_Legitimacy,supportive,Election_Legitimacy,supportive-Election_Legitimacy,supportive,Election_Legitimacy
user_287,RT @wolfblitzer: This Just In. All 50 States and DC have now officially certified their presidential election results. The @JoeBiden nation…,50 certified dc election in nation officially presidential results rt states,1,supportive-Election_Legitimacy,supportive,Election_Legitimacy,supportive-Election_Legitimacy,supportive,Election_Legitimacy
user_138,"RT @seungminkim: The Biden White House will have a private contractor provide ""disinfectant misting services"" to clear the air of lingering…",air biden clear contractor disinfectant house lingering misting private provide rt services white,1,opposing-Candidate_Advocacy,opposing,Candidate_Advocacy,supportive-Candidate_Advocacy,supportive,Candidate_Advocacy
user_328,RT @donwinslow: It's official. All 50 States and Washington DC have now certified their presidential election results.   @JoeBiden's nation…,50 certified dc election nation official presidential results rt states washington,1,supportive-Election_Legitimacy,supportive,Election_Legitimacy,supportive-Election_Legitimacy,supportive,Election_Legitimacy
user_361,RT @cnnbrk: All 50 states and the District of Columbia have certified their presidential results. President-elect Biden is projected to win…,50 biden certified columbia district elect president presidential projected results rt states win,1,supportive-Election_Legitimacy,supportive,Election_Legitimacy,supportive-Election_Legitimacy,supportive,Election_Legitimacy
user_359,RT @wolfblitzer: This Just In. All 50 States and DC have now officially certified their presidential election results. The @JoeBiden nation…,50 certified dc election in nation officially presidential results rt states,1,supportive-Election_Legitimacy,supportive,Election_Legitimacy,supportive-Election_Legitimacy,supportive,Election_Legitimacy
user_250,"RT @tribelaw: 17 Republican Attorneys General Back Trump in Far-Fetched Election Lawsuit. Even if every Republican AG backed this suit, it…",17 ag attorneys back backed election far fetched general it lawsuit republican republican rt suit trump,0,,,,opposing-Election_Legitimacy,opposing,Election_Legitimacy
user_317,RT @WajahatAli: Trump is attempting a coup. He is failing but he has tried his hardest.,attempting coup failing hardest rt trump,0,,,,opposing-Candidate_Advocacy,opposing,Candidate_Advocacy
user_176,"RT @FOX10Phoenix: The billboard features a tweet made by a woman, which was subsequently retweeted by President Trump.​ https://t.co/TmW7FK…",billboard features made president retweeted rt subsequently trump tweet woman,0,,,,supportive-Candidate_Advocacy,supportive,Candidate_Advocacy
user_41,"RT @StevenBeschloss: 3,054 Americans died of the coronavirus today and the homicidally reckless loser Donald Trump still imagines he should…",054 americans coronavirus died donald homicidally imagines loser reckless rt should today trump,0,,,,opposing-Candidate_Advocacy,opposing,Candidate_Advocacy
user_85,"RT @BreitbartNews: .@GenFlynn: ""There’s an anti-American sense inside of some of these institutions. And they just do not want to see our c…",@genflynn american anti inside institutions rt sense there,0,,,,supportive-Candidate_Advocacy,supportive,Candidate_Advocacy
user_386,RT @lauferlaw: Listening to @JohnKasich on @CNN He’s discussing w @ChrisCuomo and @davidaxelrod the damage these frivolous election lawsuit…,damage discussing election frivolous he lawsuit listening rt,0,,,,opposing-Election_Legitimacy,opposing,Election_Legitimacy
user_422,RT @donwinslow: Pro tip: It's the Trump. Use HEAVY disinfectant.   Bring in a HAZMAT TEAM.,bring disinfectant hazmat heavy pro rt team tip trump,0,,,,opposing-Candidate_Advocacy,opposing,Candidate_Advocacy
user_440,RT @wolfblitzer: This Just In. All 50 States and DC have now officially certified their presidential election results. The @JoeBiden nation…,50 certified dc election in nation officially presidential results rt states,1,supportive-Election_Legitimacy,supportive,Election_Legitimacy,supportive-Election_Legitimacy,supportive,Election_Legitimacy
user_398,RT @realTuckFrumper: Trump tells White House Hanukkah party there might be a Jewish ‘miracle’ that helps him win the election https://t.co/…,election hanukkah helps house jewish miracle party rt tells trump white win,0,,,,opposing-Election_Legitimacy,opposing,Election_Legitimacy
user_172,"RT @johnpavlovitz: Trump is trying very hard to overturn the election results.  He can try very hard to shit unicorns, too.  He'll have the…",election hard hard he ll overturn results rt shit the too trump unicorns,0,,,,opposing-Election_Legitimacy,opposing,Election_Legitimacy
user_168,RT @MSNBC: The Texas lawsuit seeking to invalidate President-elect Biden's election victory at the U.S. Supreme Court has several problems…,biden court elect election invalidate lawsuit president problems rt seeking supreme texas victory,0,,,,supportive-Election_Legitimacy,supportive,Election_Legitimacy
user_161,"RT @TheRickyDavila: Great news:  With the Safe Harbor deadline now passed, all 50 states and DC have officially certified their votes. Joe…",50 certified dc deadline great harbor joe news officially passed rt safe states votes,0,,,,supportive-Election_Legitimacy,supportive,Election_Legitimacy
user_188,RT @gelles: JUST IN: All 50 states and DC have now certified their presidential election results,50 certified dc election in presidential results rt states,1,supportive-Election_Legitimacy,supportive,Election_Legitimacy,supportive-Election_Legitimacy,supportive,Election_Legitimacy
user_126,RT @gelles: JUST IN: All 50 states and DC have now certified their presidential election results,50 certified dc election in presidential results rt states,1,supportive-Election_Legitimacy,supportive,Election_Legitimacy,supportive-Election_Legitimacy,supportive,Election_Legitimacy
user_126,RT @donwinslow: It's official. All 50 States and Washington DC have now certified their presidential election results.   @JoeBiden's nation…,50 certified dc election nation official presidential results rt states washington,1,supportive-Election_Legitimacy,supportive,Election_Legitimacy,supportive-Election_Legitimacy,supportive,Election_Legitimacy
user_238,RT @wolfblitzer: This Just In. All 50 States and DC have now officially certified their presidential election results. The @JoeBiden nation…,50 certified dc election in nation officially presidential results rt states,1,supportive-Election_Legitimacy,supportive,Election_Legitimacy,supportive-Election_Legitimacy,supportive,Election_Legitimacy
user_181,RT @sfpelosi: #BREAKING — It’s Official!   50 States and DC have certified their presidential election results. @JoeBiden WON with 306 Elec…,306 50 breaking certified dc elec election it official presidential results rt states won,1,supportive-Election_Legitimacy,supportive,Election_Legitimacy,supportive-Election_Legitimacy,supportive,Election_Legitimacy
user_256,"RT @TheAtlantic: “America under Trump became less free, less equal, more divided, more alone, deeper in debt, swampier, dirtier, meaner, si…",alone america debt deeper dirtier divided equal free meaner rt si swampier trump,1,opposing-Candidate_Advocacy,opposing,Candidate_Advocacy,opposing-Candidate_Advocacy,opposing,Candidate_Advocacy
user_431,@realDonaldTrump Donald Trump’s Twitter Account Is in Jeopardy @realDonaldTrump loses its special protections after Jan. 20,20 account donald jan jeopardy loses protections special trump twitter,0,,,,opposing-Candidate_Advocacy,opposing,Candidate_Advocacy
user_140,RT @djrothkopf: I feel compelled to note that sending a message that the incoming administration does not have an appetite for prosecuting…,administration appetite compelled feel incoming message note prosecuting rt sending,0,,,,opposing-Candidate_Advocacy,opposing,Candidate_Advocacy
user_330,RT @emptywheel: BREAKING: SCOTUS won't let Congress get Trump's tax records but it will let Trump get Biden's son's tax records.,biden breaking congress records records rt scotus son tax tax trump trump,1,opposing-Candidate_Advocacy,opposing,Candidate_Advocacy,opposing-Candidate_Advocacy,opposing,Candidate_Advocacy
user_113,RT @kylegriffin1: Breaking: Sidney Powell's post-election 'Kraken' is now nearly limbless.  A federal judge has dismissed Powell's effort t…,breaking dismissed effort election federal judge kraken limbless post powell powell rt sidney,1,supportive-Election_Legitimacy,supportive,Election_Legitimacy,supportive-Election_Legitimacy,supportive,Election_Legitimacy
user_113,"RT @bradheath: Judge Humetewa says the lawsuit seeking to overturn Arizona's presidential election result is ""sorely wanting of relevant or…",arizona election humetewa judge lawsuit or overturn presidential relevant result rt seeking sorely wanting,0,,,,supportive-Election_Legitimacy,supportive,Election_Legitimacy
user_142,"RT @tribelaw: 17 Republican Attorneys General Back Trump in Far-Fetched Election Lawsuit. Even if every Republican AG backed this suit, it…",17 ag attorneys back backed election far fetched general it lawsuit republican republican rt suit trump,0,,,,opposing-Election_Legitimacy,opposing,Election_Legitimacy
user_465,RT @cnnbrk: All 50 states and the District of Columbia have certified their presidential results. President-elect Biden is projected to win…,50 biden certified columbia district elect president presidential projected results rt states win,1,supportive-Election_Legitimacy,supportive,Election_Legitimacy,supportive-Election_Legitimacy,supportive,Election_Legitimacy
user_133,RT @weijia: President Trump is hosting a private lunch w/ Republican state attorneys general tmrw to “discuss issues important to their cit…,attorneys cit discuss general hosting important issues lunch president private republican rt state tmrw trump,0,,,,supportive-Candidate_Advocacy,supportive,Candidate_Advocacy
user_279,"RT @JRubinBlogger: One of biggest changes for Biden team is what you don't hear: No attacking prosecutors for investigating Hunter, no fing…",attacking biden biggest fing hear hunter investigating prosecutors rt team,0,,,,opposing-Candidate_Advocacy,opposing,Candidate_Advocacy
user_133,RT @donwinslow: It's official. All 50 States and Washington DC have now certified their presidential election results.   @JoeBiden's nation…,50 certified dc election nation official presidential results rt states washington,1,supportive-Election_Legitimacy,supportive,Election_Legitimacy,supportive-Election_Legitimacy,supportive,Election_Legitimacy
user_321,RT @DemocratsCare: So every state in the country &amp; DC have officially certified their votes. Joe won in a landslide with 306 electoral vote…,306 amp certified country dc electoral joe landslide officially rt state vote votes won,0,,,,supportive-Election_Legitimacy,supportive,Election_Legitimacy
user_305,"RT @MSNBC: ""We are now one election away...from losing our democracy because one party doesn't believe in it,"" political strategist Steve S…",away democracy election from it losing party political rt steve strategist we,0,,,,opposing-Candidate_Advocacy,opposing,Candidate_Advocacy
user_98,RT @marceelias: This time for real...  Trump/GOP started the day 1-51 in court.🥳 Trump/GOP ended the day 1-55 in court.🥳 Goodnight.😴,51 55 court court day day ended goodnight gop gop real rt started time trump trump,0,,,,supportive-Election_Legitimacy,supportive,Election_Legitimacy
user_64,RT @kylegriffin1: Breaking: Sidney Powell's post-election 'Kraken' is now nearly limbless.  A federal judge has dismissed Powell's effort t…,breaking dismissed effort election federal judge kraken limbless post powell powell rt sidney,1,supportive-Election_Legitimacy,supportive,Election_Legitimacy,supportive-Election_Legitimacy,supportive,Election_Legitimacy
user_225,"RT @jacobkornbluh: VIDEO: Trump tells the crowd at the Hanukkah party that with the help of “certain very important people, if they have wi…",certain crowd hanukkah important party people rt tells trump video wi,0,,,,supportive-Candidate_Advocacy,supportive,Candidate_Advocacy
user_183,"@WajahatAli In other news, Trump's campaign has recorded over $207 Million in donations towards their fight to 'reg… https://t.co/RVU5f32CAh",207 campaign donations fight million news recorded reg trump,0,,,,supportive-Candidate_Advocacy,supportive,Candidate_Advocacy
user_23,"RT @SenWarren: Trump spent months promoting the ineffective drug hydroxychloroquine, but he didn’t secure more doses of the vaccine when it…",didn doses drug hydroxychloroquine ineffective it months promoting rt secure spent trump vaccine,0,,,,opposing-Candidate_Advocacy,opposing,Candidate_Advocacy
user_369,"RT @andrew_rudick: If Hunter Biden is found to have broken federal laws, he can and will be held accountable; meanwhile, a US President is…",accountable biden broken federal found held hunter is laws meanwhile president rt,0,,,,opposing-Candidate_Advocacy,opposing,Candidate_Advocacy
user_380,"RT @BillyDStarchild: Donald Trump: There was a 97% chance on election night that I was going to win.  Kayleigh McEnany: There was a 1 in 1,…",97 chance donald election kayleigh mcenany night rt trump win,0,,,,opposing-Election_Legitimacy,opposing,Election_Legitimacy
user_316,RT @CaptNostradamus: Trump Family Business Faces Post-Election Reckoning https://t.co/RFhikS0phF,business election faces family post reckoning rt trump,0,,,,opposing-Candidate_Advocacy,opposing,Candidate_Advocacy
user_2,"RT @Mikel_Jollett: So either Clarence Thomas, Amy Coney Barrett, Brett Kavanaugh, Neil Gorsuch, Samuel Alito, Brian Kemp, Doug Ducey, the F…",alito amy barrett brett brian clarence coney doug ducey gorsuch kavanaugh kemp neil rt samuel thomas,0,,,,opposing-Election_Legitimacy,opposing,Election_Legitimacy
user_152,"RT @BoutrousTed: America, let’s not forget to have a huge celebration and burst of immense joy to commemorate the purging of Donald Trump a…",america burst celebration commemorate donald forget huge immense joy let purging rt trump,0,,,,opposing-Candidate_Advocacy,opposing,Candidate_Advocacy
user_132,RT @marceelias: This time for real...  Trump/GOP started the day 1-51 in court.🥳 Trump/GOP ended the day 1-55 in court.🥳 Goodnight.😴,51 55 court court day day ended goodnight gop gop real rt started time trump trump,0,,,,supportive-Election_Legitimacy,supportive,Election_Legitimacy
user_281,RT @marceelias: Trump/GOP started the day 1-51 in court.🥳 Trump/GOP ended the day 1-54 in court.🥳 Goodnight.😴,51 54 court court day day ended goodnight gop gop rt started trump trump,0,,,,supportive-Election_Legitimacy,supportive,Election_Legitimacy
user_168,"RT @Barnes_Law: @JebBush Guess you never read Bush v. Gore, did you Jeb? The key Q: ""whether the Florida Supreme Court established new stan…",bush court established florida gore guess jeb key read rt stan supreme whether,0,,,,opposing-Election_Legitimacy,opposing,Election_Legitimacy
user_295,"RT @kurtbardella: Hey Republicans: if you're okay with investigating Hunter Biden's finances, you should have no problem investigating @rea…",biden finances hey hunter investigating investigating problem republicans rt,0,,,,opposing-Candidate_Advocacy,opposing,Candidate_Advocacy
user_132,RT @RobertCooper58: BREAKING: All 50 states and DC have now certified their presidential election results 👏👏👏👏  #JoeBidenPresidentElect #Ka…,50 breaking certified dc election joebidenpresidentelect ka presidential results rt states 👏👏👏👏,1,supportive-Election_Legitimacy,supportive,Election_Legitimacy,supportive-Election_Legitimacy,supportive,Election_Legitimacy
user_385,RT @Prosperous1776: IS the Supreme Court of the United States REALLY going to look the other way while PA &amp; other states flout the Constitu…,amp constitu court flout pa rt states states supreme united,1,opposing-Election_Legitimacy,opposing,Election_Legitimacy,opposing-Election_Legitimacy,opposing,Election_Legitimacy
user_385,"RT @Prosperous1776: YouTube to Delete Content Alleging Presidential Election Fraud  https://t.co/XG2a0H5ZDY  Sadly, YouTube has become an e…",alleging content delete election fraud presidential rt sadly youtube youtube,0,,,,opposing-Election_Legitimacy,opposing,Election_Legitimacy
user_356,"RT @joncoopertweets: Hawaii became the final state to certify the results of its presidential election Tuesday, declaring Joe Biden the win…",biden certify declaring election final hawaii joe presidential results rt state tuesday win,1,supportive-Election_Legitimacy,supportive,Election_Legitimacy,supportive-Election_Legitimacy,supportive,Election_Legitimacy
user_399,RT @SeanPrevil: This is false. Richard Nixon won both Florida and Ohio and still lost to John F. Kennedy in the 1960 presidential election.…,1960 election false florida john kennedy lost nixon ohio presidential richard rt won,1,supportive-Election_Legitimacy,supportive,Election_Legitimacy,supportive-Election_Legitimacy,supportive,Election_Legitimacy
user_157,RT @FrankLuntz: All 50 states and D.C. have now certified their presidential election results.  👉🏻 https://t.co/nXCO0P1X47 https://t.co/F9m…,50 certified election presidential results rt states 👉🏻,0,,,,supportive-Election_Legitimacy,supportive,Election_Legitimacy
user_390,RT @BillKristol: It’s possible we might get some better policies from the Biden Administration and a narrowly Republican senate than a 50-5…,50 administration biden it narrowly policies republican rt senate,0,,,,opposing-Candidate_Advocacy,opposing,Candidate_Advocacy
user_389,"RT @ddale8: Unlike Trump himself, Trump's (nonsense-filled) Supreme Court brief does not claim that there was mass fraud in the election. I…",claim court election filled fraud himself mass nonsense rt supreme trump trump unlike,0,,,,supportive-Election_Legitimacy,supportive,Election_Legitimacy
user_149,"RT @allinwithchris: Michigan AG on Texas AG's pro-Trump lawsuit: ""Stay in your lane."" https://t.co/ga4Pv1w79r",ag ag lane lawsuit michigan pro rt stay texas trump,0,,,,opposing-Candidate_Advocacy,opposing,Candidate_Advocacy
user_149,"RT @TheLastWord: .@gwlauren, CEO of Fair Fight Action, tells @Lawrence that Sen. Kelly Loeffler (R-GA) and Sen. David Perdue (R-GA) are “pl…",@gwlauren action ceo david fair fight ga ga kelly loeffler perdue pl rt sen sen tells,0,,,,opposing-Candidate_Advocacy,opposing,Candidate_Advocacy
user_356,RT @donwinslow: It's official. All 50 States and Washington DC have now certified their presidential election results.   @JoeBiden's nation…,50 certified dc election nation official presidential results rt states washington,1,supportive-Election_Legitimacy,supportive,Election_Legitimacy,supportive-Election_Legitimacy,supportive,Election_Legitimacy
user_194,"RT @adakiyai: Jake Tapper Delivers Blistering Commentary on the State of the Republican Party: ‘If You Cross the President, You Actually Fe…",blistering commentary cross delivers fe if jake party president republican rt state tapper,0,,,,opposing-Candidate_Advocacy,opposing,Candidate_Advocacy
user_259,RT @donwinslow: It's official. All 50 States and Washington DC have now certified their presidential election results.   @JoeBiden's nation…,50 certified dc election nation official presidential results rt states washington,1,supportive-Election_Legitimacy,supportive,Election_Legitimacy,supportive-Election_Legitimacy,supportive,Election_Legitimacy
user_259,RT @MattNegrin: If you're reprinting a statement about Hunter's taxes from a Republican who said nothing about Trump's tax fraud or hiding…,fraud hiding hunter reprinting republican rt statement tax taxes trump,0,,,,opposing-Candidate_Advocacy,opposing,Candidate_Advocacy
user_173,RT @sfpelosi: #BREAKING — It’s Official!   50 States and DC have certified their presidential election results. @JoeBiden WON with 306 Elec…,306 50 breaking certified dc elec election it official presidential results rt states won,1,supportive-Election_Legitimacy,supportive,Election_Legitimacy,supportive-Election_Legitimacy,supportive,Election_Legitimacy
user_329,RT @kurteichenwald: Trump has now lost 55 times in court. He won once - getting a handful of ballots that arrived in PA between 7-9 days af…,55 af arrived ballots court days handful lost pa rt times trump won,0,,,,supportive-Election_Legitimacy,supportive,Election_Legitimacy
user_322,RT @BillKristol: It’s possible we might get some better policies from the Biden Administration and a narrowly Republican senate than a 50-5…,50 administration biden it narrowly policies republican rt senate,0,,,,opposing-Candidate_Advocacy,opposing,Candidate_Advocacy
user_194,"RT @rockmom: Just a reminder that Bush v. Gore was argued by the premier appellate lawyer in America at that time, Ted Olson. Trump has....…",america appellate argued bush gore has lawyer olson premier reminder rt ted time trump,0,,,,opposing-Candidate_Advocacy,opposing,Candidate_Advocacy
user_319,RT @McFaul: The Texas AG effort to reverse the will of the people in four other states was ridiculous &amp; silly. That AGs from 17 other state…,17 ag ags amp effort people reverse ridiculous rt silly state states texas,0,,,,supportive-Election_Legitimacy,supportive,Election_Legitimacy
user_17,"RT @Angry_Staffer: Oh, now GOP Senators are prepared to admit Trump lost? That’s really fucking nice of them.",admit fucking gop lost nice oh prepared rt senators that them trump,0,,,,opposing-Candidate_Advocacy,opposing,Candidate_Advocacy
user_235,RT @wolfblitzer: This Just In. All 50 States and DC have now officially certified their presidential election results. The @JoeBiden nation…,50 certified dc election in nation officially presidential results rt states,1,supportive-Election_Legitimacy,supportive,Election_Legitimacy,supportive-Election_Legitimacy,supportive,Election_Legitimacy
user_12,RT @wolfblitzer: This Just In. All 50 States and DC have now officially certified their presidential election results. The @JoeBiden nation…,50 certified dc election in nation officially presidential results rt states,1,supportive-Election_Legitimacy,supportive,Election_Legitimacy,supportive-Election_Legitimacy,supportive,Election_Legitimacy
user_111,RT @wolfblitzer: This Just In. All 50 States and DC have now officially certified their presidential election results. The @JoeBiden nation…,50 certified dc election in nation officially presidential results rt states,1,supportive-Election_Legitimacy,supportive,Election_Legitimacy,supportive-Election_Legitimacy,supportive,Election_Legitimacy
user_144,"RT @WalshFreedom: Over  3,000 people died today from Covid, the President &amp; his political party continue their daily assault on our democra…",000 amp assault continue covid daily democra died party people political president rt today,0,,,,opposing-Candidate_Advocacy,opposing,Candidate_Advocacy
user_418,"RT @emptywheel: The press seems too distracted to notice that Trump is not just threatening, but planning, to burn the country to the groun…",burn country distracted groun notice planning press rt threatening trump,0,,,,opposing-Candidate_Advocacy,opposing,Candidate_Advocacy
user_144,RT @emptywheel: BREAKING: SCOTUS won't let Congress get Trump's tax records but it will let Trump get Biden's son's tax records.,biden breaking congress records records rt scotus son tax tax trump trump,1,opposing-Candidate_Advocacy,opposing,Candidate_Advocacy,opposing-Candidate_Advocacy,opposing,Candidate_Advocacy
user_52,"Join us for a delightful inaugural dinner event celebrating this historic election victory. A lively, glamorous and… https://t.co/M4HWlvwJgp",and celebrating delightful dinner election event glamorous historic inaugural join lively victory,1,opposing-Candidate_Advocacy,opposing,Candidate_Advocacy,supportive-Election_Legitimacy,supportive,Election_Legitimacy
user_450,RT @marceelias: 🚨BREAKING: Michigan Supreme Court DENIES right wing effort to segregate ballots and delay the Michigan’s certification of t…,ballots certification court delay denies effort michigan michigan rt segregate supreme wing 🚨breaking,1,supportive-Election_Legitimacy,supportive,Election_Legitimacy,supportive-Election_Legitimacy,supportive,Election_Legitimacy
